Player,year,pct_of_cap,salary_cap,YRS,is_retained,Cap_Pct,Rk,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Rk_t1,Age_t1,G_t1,GS_t1,MP_t1,FG_t1,FGA_t1,FG%_t1,3P_t1,3PA_t1,3P%_t1,2P_t1,2PA_t1,2P%_t1,eFG%_t1,FT_t1,FTA_t1,FT%_t1,ORB_t1,DRB_t1,TRB_t1,AST_t1,STL_t1,BLK_t1,TOV_t1,PF_t1,PTS_t1,PER_t1,TS%_t1,3PAr_t1,FTr_t1,ORB%_t1,DRB%_t1,TRB%_t1,AST%_t1,STL%_t1,BLK%_t1,TOV%_t1,USG%_t1,OWS_t1,DWS_t1,WS_t1,WS/48_t1,OBPM_t1,DBPM_t1,BPM_t1,VORP_t1,Rk_t2,Age_t2,G_t2,GS_t2,MP_t2,FG_t2,FGA_t2,FG%_t2,3P_t2,3PA_t2,3P%_t2,2P_t2,2PA_t2,2P%_t2,eFG%_t2,FT_t2,FTA_t2,FT%_t2,ORB_t2,DRB_t2,TRB_t2,AST_t2,STL_t2,BLK_t2,TOV_t2,PF_t2,PTS_t2,PER_t2,TS%_t2,3PAr_t2,FTr_t2,ORB%_t2,DRB%_t2,TRB%_t2,AST%_t2,STL%_t2,BLK%_t2,TOV%_t2,USG%_t2,OWS_t2,DWS_t2,WS_t2,WS/48_t2,OBPM_t2,DBPM_t2,BPM_t2,VORP_t2
James Ennis III,2018,0.0159,99093000,2,0,0.0159,2.691489361702122,0.2872340425531909,0.765957446808509,0.23404255319148887,0.237234042553191,0.02659574468085101,0.056382978723404135,0.00504255319148935,0.007446808510638282,0.022340425531914846,0.0035425531914893543,0.019148936170212724,0.03404255319148929,0.006031914893617008,0.005744680851063818,0.013829787234042525,0.017021276595744646,0.008893617021276577,0.010638297872340403,0.022340425531914846,0.03297872340425525,0.010638297872340403,0.007446808510638282,0.003191489361702121,0.008510638297872323,0.020212765957446765,0.07553191489361685,0.12340425531914867,0.0062553191489361564,0.004234042553191481,0.0032127659574468018,0.054255319148936054,0.11702127659574443,0.08510638297872322,0.07021276595744666,0.015957446808510606,0.010638297872340403,0.1212765957446806,0.1457446808510635,0.021276595744680805,0.011702127659574445,0.03297872340425525,0.000978723404255317,-0.011702127659574445,-0.0010638297872340404,-0.012765957446808484,0.003191489361702121,1.7872340425531876,0.17872340425531877,0.370212765957446,0.17234042553191453,0.13531914893616992,0.015319148936170179,0.03255319148936163,0.002993617021276589,0.005744680851063818,0.017234042553191452,0.0022531914893616973,0.008936170212765939,0.015319148936170179,0.0038361702127659492,0.0035936170212765876,0.006382978723404242,0.008936170212765939,0.004570212765957437,0.006382978723404242,0.013404255319148907,0.01978723404255315,0.004468085106382969,0.004468085106382969,0.002553191489361697,0.0038297872340425448,0.01659574468085103,0.04276595744680842,0.07021276595744666,0.0037659574468085024,0.0033893617021276525,0.0017617021276595706,0.03382978723404248,0.06957446808510624,0.051702127659574354,0.029999999999999936,0.010212765957446787,0.010212765957446787,0.05936170212765945,0.08106382978723387,0.010212765957446787,0.006382978723404242,0.01659574468085103,0.0006574468085106368,-0.008936170212765939,-0.0012765957446808484,-0.009574468085106362,0.0006382978723404242,1.187234042553189,0.12340425531914868,0.2936170212765951,0.0765957446808509,0.07787234042553175,0.00978723404255317,0.02212765957446804,0.001897872340425528,0.0034042553191489296,0.010212765957446787,0.0013829787234042525,0.006382978723404243,0.01191489361702125,0.0023531914893616976,0.002221276595744676,0.004680851063829778,0.005957446808510625,0.0034297872340425463,0.004255319148936162,0.010638297872340403,0.015319148936170182,0.0038297872340425456,0.002127659574468081,0.0012765957446808484,0.0034042553191489296,0.008510638297872323,0.028085106382978665,0.04893617021276586,0.002404255319148931,0.002004255319148932,0.0011617021276595723,0.025957446808510583,0.06510638297872327,0.04510638297872331,0.02978723404255313,0.00553191489361701,0.006382978723404243,0.05361702127659563,0.06680851063829774,0.004255319148936162,0.005957446808510625,0.010212765957446787,0.0003829787234042545,-0.009361702127659556,-0.0017021276595744648,-0.01106382978723402,-0.0008510638297872324
Brook Lopez,2018,0.0332,99093000,1,0,0.0332,1.1063829787234019,0.3085106382978717,0.7872340425531899,0.765957446808509,0.24893617021276543,0.05319148936170202,0.1138297872340423,0.004946808510638287,0.015957446808510606,0.04680851063829778,0.003670212765957439,0.03723404255319141,0.06702127659574454,0.005840425531914882,0.005702127659574456,0.015957446808510606,0.022340425531914846,0.0074787234042553025,0.010638297872340403,0.03191489361702121,0.04255319148936161,0.018085106382978684,0.004255319148936162,0.013829787234042525,0.013829787234042525,0.02765957446808505,0.13829787234042523,0.17553191489361664,0.005925531914893605,0.004361702127659565,0.0021170212765957404,0.04893617021276585,0.1425531914893614,0.09574468085106362,0.12340425531914867,0.008510638297872323,0.04893617021276585,0.10851063829787211,0.24999999999999947,0.020212765957446765,0.020212765957446765,0.04042553191489353,0.0011170212765957423,0.007446808510638282,0.002127659574468081,0.009574468085106362,0.013829787234042525,0.765957446808509,0.19148936170212724,0.5170212765957436,0.5170212765957436,0.18319148936170174,0.028085106382978665,0.06191489361702114,0.0028851063829787174,0.014680851063829756,0.040212765957446724,0.002329787234042548,0.013404255319148907,0.02170212765957442,0.0039127659574468,0.003644680851063822,0.008936170212765939,0.010212765957446787,0.005374468085106371,0.002553191489361697,0.028723404255319086,0.03127659574468079,0.0076595744680850895,0.0038297872340425448,0.014042553191489332,0.006382978723404242,0.014680851063829756,0.07978723404255303,0.09319148936170193,0.003810638297872332,0.004155319148936161,0.001078723404255317,0.009574468085106362,0.09574468085106362,0.055531914893616904,0.03638297872340418,0.006382978723404242,0.041489361702127574,0.05680851063829775,0.10659574468085084,0.014680851063829756,0.027446808510638236,0.04276595744680842,0.0008808510638297853,0.002553191489361697,0.011489361702127636,0.014042553191489332,0.015319148936170179,0.5531914893617009,0.131914893617021,0.289361702127659,0.2851063829787228,0.1136170212765955,0.018297872340425493,0.042127659574468,0.0018510638297872303,0.006382978723404243,0.020425531914893574,0.0013361702127659548,0.01191489361702125,0.02170212765957442,0.0023361702127659527,0.0021744680851063787,0.008085106382978706,0.009361702127659556,0.003557446808510631,0.0038297872340425456,0.0157446808510638,0.01957446808510634,0.006382978723404243,0.0029787234042553123,0.010212765957446787,0.004255319148936162,0.010212765957446787,0.05106382978723394,0.06382978723404242,0.0023446808510638253,0.002059574468085102,0.0009659574468085086,0.01446808510638295,0.0553191489361701,0.036170212765957374,0.0314893617021276,0.005106382978723394,0.033617021276595674,0.037021276595744605,0.07787234042553175,0.005957446808510625,0.01744680851063826,0.02340425531914889,0.0006170212765957433,-0.0017021276595744648,0.010638297872340403,0.008510638297872323,0.008085106382978706
Pat Connaughton,2018,0.0161,99093000,2,0,0.0161,3.478723404255312,0.2659574468085101,0.872340425531913,0.05319148936170202,0.19255319148936131,0.021276595744680805,0.051063829787233936,0.00449999999999999,0.009574468085106362,0.02765957446808505,0.0037446808510638216,0.011702127659574445,0.02340425531914889,0.005382978723404244,0.005510638297872329,0.005319148936170201,0.005319148936170201,0.008946808510638279,0.004255319148936162,0.015957446808510606,0.021276595744680805,0.011702127659574445,0.003191489361702121,0.003191489361702121,0.005319148936170201,0.015957446808510606,0.05744680851063818,0.09893617021276575,0.005734042553191478,0.005723404255319137,0.0012021276595744657,0.02872340425531909,0.09680851063829767,0.06276595744680838,0.0925531914893615,0.008510638297872323,0.012765957446808484,0.10106382978723383,0.1425531914893614,0.012765957446808484,0.013829787234042525,0.02659574468085101,0.0008510638297872323,-0.018085106382978684,-0.0010638297872340404,-0.019148936170212724,0.0010638297872340404,1.7297872340425495,0.1659574468085103,0.38936170212765875,0.012765957446808484,0.13212765957446782,0.017234042553191452,0.03638297872340418,0.002974468085106377,0.007021276595744666,0.021063829787233996,0.0021063829787234,0.010212765957446787,0.015957446808510606,0.004129787234042544,0.0035744680851063754,0.003191489361702121,0.004468085106382969,0.004627659574468076,0.006382978723404242,0.020425531914893574,0.026808510638297815,0.012765957446808484,0.003191489361702121,0.002553191489361697,0.003191489361702121,0.008297872340425515,0.04404255319148927,0.08680851063829768,0.00365744680851063,0.003644680851063822,0.0007276595744680836,0.03319148936170206,0.09574468085106362,0.06638297872340412,0.08042553191489345,0.0076595744680850895,0.01085106382978721,0.05234042553191477,0.08489361702127642,0.012765957446808484,0.012127659574468059,0.024893617021276543,0.0009510638297872319,0.0019148936170212724,0.005106382978723394,0.0076595744680850895,0.006382978723404242,1.4297872340425501,0.11489361702127636,0.2851063829787228,0.017021276595744646,0.07914893617021261,0.008510638297872323,0.019148936170212724,0.0019361702127659536,0.0034042553191489296,0.010638297872340403,0.0014085106382978696,0.005106382978723394,0.008510638297872323,0.0025829787234042502,0.0023276595744680805,0.002127659574468081,0.002553191489361697,0.0032978723404255253,0.0038297872340425456,0.014042553191489332,0.017872340425531878,0.006808510638297859,0.0017021276595744648,0.002127659574468081,0.0034042553191489296,0.004255319148936162,0.02297872340425527,0.04893617021276586,0.002404255319148931,0.0023446808510638253,0.0005659574468085095,0.02170212765957442,0.07148936170212751,0.048085106382978623,0.04638297872340416,0.0038297872340425456,0.009361702127659556,0.05957446808510626,0.05234042553191479,0.004680851063829778,0.00978723404255317,0.01446808510638295,0.000553191489361701,-0.0038297872340425456,0.006382978723404243,0.002553191489361697,0.0034042553191489296
Treveon Graham,2018,0.0148,99093000,2,0,0.0148,4.031914893617013,0.2553191489361697,0.6702127659574454,0.021276595744680805,0.17765957446808472,0.015957446808510606,0.03723404255319141,0.004617021276595735,0.006382978723404242,0.015957446808510606,0.004382978723404245,0.009574468085106362,0.021276595744680805,0.004808510638297863,0.0055851063829787115,0.007446808510638282,0.009574468085106362,0.007393617021276579,0.007446808510638282,0.013829787234042525,0.020212765957446765,0.009574468085106362,0.005319148936170201,0.0,0.004255319148936162,0.018085106382978684,0.04574468085106373,0.09574468085106362,0.005882978723404243,0.004670212765957437,0.0028404255319148877,0.04574468085106373,0.08829787234042535,0.0659574468085105,0.08297872340425515,0.015957446808510606,0.002127659574468081,0.10531914893616999,0.12021276595744657,0.011702127659574445,0.007446808510638282,0.019148936170212724,0.0008510638297872323,-0.029787234042553127,0.0010638297872340404,-0.02872340425531909,-0.002127659574468081,2.1957446808510594,0.15957446808510606,0.22340425531914845,0.13404255319148908,0.13021276595744652,0.011489361702127636,0.03510638297872333,0.002138297872340421,0.007021276595744666,0.023617021276595696,0.0018957446808510598,0.004468085106382969,0.011489361702127636,0.0026361702127659513,0.0027765957446808454,0.003191489361702121,0.0038297872340425448,0.005221276595744669,0.004468085106382969,0.015319148936170179,0.01978723404255315,0.006382978723404242,0.002553191489361697,0.0012765957446808484,0.003191489361702121,0.012127659574468059,0.03382978723404248,0.038936170212765873,0.0029234042553191427,0.004276595744680842,0.0007340425531914879,0.02170212765957442,0.07851063829787218,0.05042553191489351,0.041489361702127574,0.005744680851063818,0.005106382978723394,0.049787234042553086,0.0817021276595743,-0.0006382978723404242,0.0038297872340425448,0.003191489361702121,0.00021063829787234,-0.023617021276595696,0.0,-0.023617021276595696,-0.0019148936170212724,1.6255319148936136,0.1106382978723402,0.23404255319148887,0.08510638297872322,0.07191489361702112,0.006808510638297859,0.018723404255319112,0.001531914893617018,0.002553191489361697,0.009361702127659556,0.0011702127659574445,0.004255319148936162,0.009361702127659556,0.0018851063829787196,0.0018212765957446773,0.0029787234042553123,0.004255319148936162,0.002736170212765952,0.0038297872340425456,0.007659574468085091,0.011489361702127636,0.0034042553191489296,0.0017021276595744648,0.0004255319148936162,0.002127659574468081,0.008085106382978706,0.018723404255319112,0.028085106382978665,0.0019404255319148895,0.0021106382978723364,0.0009829787234042534,0.02425531914893612,0.049787234042553086,0.036595744680850986,0.028085106382978665,0.005106382978723394,0.002127659574468081,0.04170212765957439,0.05574468085106372,-0.0008510638297872324,0.0017021276595744648,0.0008510638297872324,3.829787234042545e-05,-0.019148936170212724,-0.004680851063829778,-0.0238297872340425,-0.0034042553191489296
Derrick Jones Jr.,2018,0.0148,99093000,2,1,0.0148,4.574468085106373,0.21276595744680807,0.21276595744680807,0.08510638297872322,0.13085106382978695,0.011702127659574445,0.02872340425531909,0.0042127659574468,0.002127659574468081,0.009574468085106362,0.0017765957446808473,0.009574468085106362,0.019148936170212724,0.005468085106382968,0.004521276595744671,0.008510638297872323,0.012765957446808484,0.007095744680851049,0.011702127659574445,0.009574468085106362,0.020212765957446765,0.005319148936170201,0.002127659574468081,0.007446808510638282,0.004255319148936162,0.012765957446808484,0.03297872340425525,0.10744680851063806,0.005106382978723394,0.0036170212765957374,0.004819148936170203,0.10212765957446787,0.08297872340425515,0.0925531914893615,0.054255319148936054,0.008510638297872323,0.04680851063829778,0.10531914893616999,0.13723404255319122,0.0010638297872340404,0.002127659574468081,0.004255319148936162,0.0007978723404255302,-0.030851063829787168,0.002127659574468081,-0.02872340425531909,0.0,1.7042553191489325,0.13404255319148908,0.3829787234042545,0.08936170212765938,0.12255319148936143,0.017234042553191452,0.034468085106382905,0.0031531914893616953,0.003191489361702121,0.009574468085106362,0.0019659574468085064,0.014042553191489332,0.024893617021276543,0.0036191489361702047,0.0034276595744680777,0.0076595744680850895,0.012765957446808484,0.0038744680851063745,0.010212765957446787,0.015319148936170179,0.025531914893616968,0.0038297872340425448,0.005106382978723394,0.004468085106382969,0.004468085106382969,0.013404255319148907,0.04468085106382969,0.08936170212765938,0.0035680851063829714,0.001793617021276592,0.002406382978723399,0.05617021276595733,0.08489361702127642,0.07085106382978708,0.029999999999999936,0.012127659574468059,0.021063829787233996,0.06510638297872326,0.09957446808510617,0.0076595744680850895,0.01085106382978721,0.018510638297872303,0.0007723404255319132,-0.009574468085106362,0.006382978723404242,-0.003191489361702121,0.002553191489361697,0.9276595744680832,0.09361702127659556,0.2510638297872335,0.06808510638297859,0.09914893617021256,0.013191489361702101,0.025106382978723356,0.002242553191489357,0.002553191489361697,0.009361702127659556,0.0011914893617021253,0.010638297872340403,0.0157446808510638,0.0028808510638297815,0.0024680851063829732,0.006808510638297859,0.008936170212765939,0.0032851063829787168,0.004680851063829778,0.01191489361702125,0.01659574468085103,0.004680851063829778,0.004255319148936162,0.002553191489361697,0.002127659574468081,0.009361702127659556,0.036170212765957374,0.06340425531914881,0.00263829787234042,0.001608510638297869,0.0014978723404255288,0.0238297872340425,0.05574468085106372,0.04042553191489354,0.02851063829787228,0.008936170212765939,0.011489361702127636,0.029361702127659515,0.05914893617021265,0.01106382978723402,0.007659574468085091,0.018723404255319112,0.0006510638297872328,-0.0012765957446808484,0.004680851063829778,0.0029787234042553123,0.004255319148936162
Elfrid Payton,2018,0.0295,99093000,1,0,0.0295,1.1808510638297847,0.24468085106382928,0.6702127659574454,0.6702127659574454,0.30531914893616957,0.0553191489361701,0.11276595744680827,0.005244680851063818,0.005319148936170201,0.015957446808510606,0.0034680851063829715,0.0499999999999999,0.09680851063829767,0.00553191489361701,0.0054893617021276484,0.018085106382978684,0.02872340425531909,0.0069042553191489215,0.010638297872340403,0.03510638297872333,0.04574468085106373,0.0659574468085105,0.013829787234042525,0.003191489361702121,0.02872340425531909,0.024468085106382924,0.1351063829787231,0.17553191489361664,0.005723404255319137,0.0014680851063829758,0.0026808510638297815,0.04042553191489353,0.13617021276595717,0.0872340425531913,0.37127659574468,0.02340425531914889,0.010638297872340403,0.19680851063829746,0.23297872340425482,0.014893617021276563,0.014893617021276563,0.029787234042553127,0.0007978723404255302,0.0010638297872340404,-0.003191489361702121,-0.002127659574468081,0.008510638297872323,1.0148936170212743,0.1531914893617018,0.26808510638297817,0.26808510638297817,0.1902127659574464,0.027446808510638236,0.06255319148936157,0.0027702127659574405,0.005106382978723394,0.015957446808510606,0.0020042553191489316,0.022340425531914846,0.04659574468085097,0.003038297872340419,0.0030319148936170147,0.008297872340425515,0.011489361702127636,0.004742553191489351,0.0076595744680850895,0.026170212765957386,0.03319148936170206,0.048510638297872236,0.006382978723404242,0.002553191489361697,0.017234042553191452,0.012127659574468059,0.06765957446808496,0.08936170212765938,0.003204255319148929,0.0016276595744680817,0.0011489361702127635,0.026170212765957386,0.08936170212765938,0.0580851063829786,0.21382978723404208,0.010212765957446787,0.007021276595744666,0.12829787234042528,0.11680851063829763,0.0038297872340425448,0.005744680851063818,0.009574468085106362,0.000370212765957446,-0.004468085106382969,-0.004468085106382969,-0.008936170212765939,0.0012765957446808484,0.7574468085106367,0.10638297872340403,0.19148936170212724,0.1531914893617018,0.11787234042553167,0.018297872340425493,0.04170212765957439,0.001868085106382975,0.0012765957446808484,0.006382978723404243,0.0008638297872340409,0.017021276595744646,0.03489361702127652,0.0020510638297872295,0.0019361702127659536,0.004680851063829778,0.008085106382978706,0.0024255319148936117,0.005106382978723394,0.015319148936170182,0.01999999999999996,0.030638297872340365,0.006808510638297859,0.0017021276595744648,0.008936170212765939,0.008510638297872323,0.04255319148936161,0.06808510638297859,0.0019999999999999957,0.0006680851063829774,0.0008297872340425516,0.018297872340425493,0.05999999999999988,0.03872340425531907,0.16425531914893585,0.011489361702127636,0.00553191489361701,0.07106382978723388,0.08297872340425515,0.002127659574468081,0.005106382978723394,0.007234042553191475,0.0002765957446808505,-0.0017021276595744648,0.0017021276595744648,0.0,0.002553191489361697
Tyrone Wallace,2018,0.0132,99093000,2,1,0.0132,1.8829787234042514,0.24468085106382928,0.3191489361702121,0.20212765957446766,0.3021276595744674,0.03936170212765949,0.0872340425531913,0.0047340425531914795,0.003191489361702121,0.013829787234042525,0.0026595744680851007,0.03510638297872333,0.07340425531914878,0.005138297872340414,0.004957446808510628,0.021276595744680805,0.02765957446808505,0.008319148936170195,0.007446808510638282,0.029787234042553127,0.03723404255319141,0.025531914893616968,0.009574468085106362,0.004255319148936162,0.015957446808510606,0.029787234042553127,0.1031914893617019,0.10744680851063806,0.005499999999999988,0.0017234042553191454,0.003361702127659567,0.02872340425531909,0.1138297872340423,0.07234042553191473,0.12553191489361676,0.015957446808510606,0.013829787234042525,0.1499999999999997,0.1765957446808507,0.002127659574468081,0.005319148936170201,0.007446808510638282,0.00044680851063829693,-0.03297872340425525,-0.004255319148936162,-0.03723404255319141,-0.003191489361702121,2.7574468085106325,0.1531914893617018,0.39574468085106296,0.0,0.06446808510638284,0.009574468085106362,0.022340425531914846,0.002706382978723398,0.0006382978723404242,0.0019148936170212724,0.001346808510638295,0.008936170212765939,0.020425531914893574,0.0028340425531914832,0.0027638297872340364,0.003191489361702121,0.005744680851063818,0.0033574468085106313,0.0019148936170212724,0.008297872340425515,0.010212765957446787,0.004468085106382969,0.0019148936170212724,0.0006382978723404242,0.0038297872340425448,0.008297872340425515,0.022340425531914846,0.04468085106382969,0.002872340425531909,0.0005617021276595732,0.0016787234042553157,0.022340425531914846,0.08425531914893598,0.054255319148936054,0.0606382978723403,0.010212765957446787,0.005744680851063818,0.08234042553191472,0.11936170212765931,-0.005106382978723394,0.003191489361702121,-0.0019148936170212724,-0.00014680851063829755,-0.035744680851063755,-0.005106382978723394,-0.04085106382978715,-0.004468085106382969,1.8893617021276559,0.10638297872340403,0.05957446808510626,0.0,0.04851063829787224,0.004255319148936162,0.013191489361702101,0.0013531914893616993,0.0004255319148936162,0.004680851063829778,0.0002851063829787228,0.0038297872340425456,0.008936170212765939,0.0019063829787234006,0.0014042553191489333,0.0034042553191489296,0.005106382978723394,0.0027531914893616964,0.0008510638297872324,0.005957446808510625,0.006808510638297859,0.0038297872340425456,0.002127659574468081,0.0004255319148936162,0.0029787234042553123,0.005957446808510625,0.012340425531914867,0.01659574468085103,0.001655319148936167,0.0014510638297872312,0.0016425531914893584,0.008510638297872323,0.0553191489361701,0.0314893617021276,0.04638297872340416,0.008510638297872323,0.002127659574468081,0.06936170212765944,0.06808510638297859,-0.0012765957446808484,0.0004255319148936162,-0.0008510638297872324,-0.0003191489361702121,-0.03319148936170206,-0.004255319148936162,-0.037021276595744605,-0.0012765957446808484
Seth Curry,2018,0.0274,99093000,1,0,0.0274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93617021276596,0.35744680851063865,0.9446808510638306,0.025531914893617044,0.24127659574468102,0.037021276595744716,0.08042553191489368,0.0058212765957446864,0.01914893617021278,0.043404255319148974,0.005744680851063835,0.01659574468085108,0.037021276595744716,0.005910638297872346,0.007365957446808517,0.007659574468085113,0.008936170212765965,0.01080000000000001,0.005106382978723408,0.01659574468085108,0.020425531914893633,0.01148936170212767,0.006382978723404261,0.002553191489361704,0.010212765957446817,0.01659574468085108,0.10085106382978733,0.14553191489361714,0.007595744680851071,0.006893617021276602,0.0014297872340425545,0.026808510638297898,0.0880851063829788,0.058723404255319196,0.0829787234042554,0.015319148936170226,0.008936170212765965,0.14170212765957457,0.21191489361702148,0.01914893617021278,0.01148936170212767,0.03063829787234045,0.0010468085106382988,-0.005106382978723408,-0.008936170212765965,-0.012765957446808522,0.0038297872340425565,1.0042553191489372,0.24680851063829812,0.5446808510638304,0.2127659574468087,0.2093617021276598,0.037446808510638335,0.07659574468085113,0.004212765957446812,0.0195744680851064,0.04255319148936174,0.0038468085106383018,0.018723404255319168,0.0340425531914894,0.004672340425531919,0.005285106382978728,0.011063829787234053,0.012765957446808524,0.007021276595744688,0.00340425531914894,0.015319148936170228,0.0195744680851064,0.01617021276595746,0.005106382978723408,0.000851063829787235,0.00851063829787235,0.015319148936170228,0.10553191489361713,0.1319148936170214,0.0054723404255319205,0.004757446808510643,0.001438297872340427,0.015319148936170228,0.06638297872340432,0.04085106382978727,0.09872340425531922,0.010212765957446817,0.004255319148936175,0.07744680851063837,0.1565957446808512,0.02978723404255322,0.00680851063829788,0.0365957446808511,0.0011063829787234054,0.014468085106382993,-0.007659574468085114,0.00680851063829788,0.010212765957446817
Dante Cunningham,2018,0.0243999999999999,99093000,1,0,0.0243999999999999,4.175531914893621,0.39893617021276634,0.9707446808510647,0.3324468085106386,0.2845744680851066,0.0292553191489362,0.06648936170212771,0.005997340425531921,0.010638297872340436,0.03058510638297875,0.0045877659574468125,0.019946808510638316,0.035904255319148974,0.0071941489361702195,0.007047872340425539,0.005319148936170218,0.00930851063829788,0.007925531914893624,0.0146276595744681,0.03989361702127663,0.054521276595744725,0.00930851063829788,0.006648936170212772,0.005319148936170218,0.006648936170212772,0.019946808510638316,0.0757978723404256,0.13297872340425543,0.007167553191489369,0.006143617021276602,0.0019015957446808526,0.0731382978723405,0.1981382978723406,0.13696808510638311,0.057180851063829835,0.01595744680851065,0.019946808510638316,0.1050531914893618,0.1542553191489363,0.0146276595744681,0.017287234042553206,0.0319148936170213,0.0009840425531914903,-0.019946808510638316,-0.002659574468085109,-0.022606382978723423,0.0013297872340425545,3.582446808510641,0.2473404255319151,0.5106382978723408,0.16755319148936185,0.11569148936170222,0.009574468085106392,0.019946808510638316,0.00378989361702128,0.003989361702127663,0.007978723404255325,0.003686170212765961,0.005585106382978728,0.011968085106382989,0.003861702127659578,0.0045478723404255355,0.0015957446808510653,0.002393617021276598,0.006207446808510644,0.006382978723404261,0.01755319148936172,0.023138297872340445,0.006382978723404261,0.0031914893617021305,0.0015957446808510653,0.002393617021276598,0.00877659574468086,0.023936170212765978,0.08138297872340432,0.004667553191489366,0.003279255319148939,0.0009095744680851073,0.04547872340425536,0.1300531914893618,0.08776595744680858,0.05425531914893622,0.011170212765957456,0.009574468085106392,0.0933510638297873,0.07101063829787241,0.007978723404255325,0.007180851063829794,0.01515957446808512,0.0007739361702127666,-0.010372340425531925,0.004787234042553196,-0.004787234042553196,0.002393617021276598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channing Frye,2018,0.0148,99093000,1,0,0.0148,4.587765957446813,0.4521276595744685,0.7047872340425538,0.013297872340425544,0.17420212765957463,0.02659574468085109,0.05319148936170218,0.006529255319148942,0.00930851063829788,0.0292553191489362,0.004507978723404259,0.01595744680851065,0.023936170212765978,0.008909574468085116,0.0077526595744680914,0.003989361702127663,0.005319148936170218,0.011901595744680861,0.002659574468085109,0.03058510638297875,0.03324468085106386,0.00930851063829788,0.003989361702127663,0.002659574468085109,0.005319148936170218,0.017287234042553206,0.06648936170212771,0.17420212765957463,0.007965425531914901,0.007207446808510646,0.001196808510638299,0.025265957446808533,0.25797872340425554,0.1436170212765959,0.1050531914893618,0.017287234042553206,0.02127659574468087,0.11569148936170222,0.20212765957446827,0.011968085106382989,0.007978723404255325,0.019946808510638316,0.00134308510638298,-0.006648936170212772,0.0,-0.006648936170212772,0.003989361702127663,3.3750000000000027,0.2792553191489364,0.28723404255319174,0.047872340425531956,0.0757978723404256,0.009574468085106392,0.026329787234042574,0.00293617021276596,0.007180851063829794,0.01755319148936172,0.003231382978723407,0.002393617021276598,0.00877659574468086,0.002305851063829789,0.004021276595744684,0.002393617021276598,0.0031914893617021305,0.006271276595744687,0.0007978723404255326,0.010372340425531925,0.011170212765957456,0.004787234042553196,0.0015957446808510653,0.0007978723404255326,0.0031914893617021305,0.009574468085106392,0.028723404255319177,0.07101063829787241,0.0041808510638297915,0.005385638297872346,0.0009574468085106391,0.009574468085106392,0.13085106382978734,0.06781914893617028,0.0686170212765958,0.007180851063829794,0.010372340425531925,0.0757978723404256,0.1396276595744682,0.0007978723404255326,0.0,0.0007978723404255326,0.0001276595744680852,-0.013563829787234055,-0.014361702127659588,-0.027925531914893643,-0.0007978723404255326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Harris,2018,0.0148,99093000,1,0,0.0148,2.792553191489364,0.4521276595744685,0.9441489361702137,0.013297872340425544,0.25132978723404276,0.03457446808510641,0.08510638297872349,0.005478723404255324,0.0146276595744681,0.04255319148936174,0.004627659574468089,0.019946808510638316,0.04255319148936174,0.006329787234042559,0.006635638297872347,0.02659574468085109,0.0319148936170213,0.011103723404255328,0.002659574468085109,0.02127659574468087,0.023936170212765978,0.027925531914893643,0.00930851063829788,0.002659574468085109,0.0146276595744681,0.0292553191489362,0.11170212765957457,0.17287234042553207,0.00748670212765958,0.006648936170212772,0.004973404255319154,0.013297872340425544,0.13031914893617033,0.07047872340425539,0.22473404255319168,0.023936170212765978,0.010638297872340436,0.16755319148936185,0.268617021276596,0.02127659574468087,0.011968085106382989,0.03324468085106386,0.0011835106382978734,-0.019946808510638316,-0.003989361702127663,-0.023936170212765978,0.0013297872340425545,2.4095744680851086,0.2792553191489364,0.5425531914893622,0.01595744680851065,0.12606382978723416,0.01515957446808512,0.04069148936170216,0.003031914893617024,0.007180851063829794,0.023138297872340445,0.002473404255319151,0.007978723404255325,0.01755319148936172,0.003797872340425535,0.003750000000000003,0.011968085106382989,0.01595744680851065,0.006071808510638303,0.0015957446808510653,0.011968085106382989,0.012765957446808522,0.014361702127659588,0.003989361702127663,0.0015957446808510653,0.006382978723404261,0.01595744680851065,0.050265957446808555,0.08537234042553198,0.004204787234042557,0.004595744680851068,0.003079787234042556,0.009574468085106392,0.07898936170212774,0.044680851063829824,0.13324468085106395,0.012765957446808522,0.010372340425531925,0.09654255319148945,0.14760638297872353,0.004787234042553196,0.007180851063829794,0.011968085106382989,0.0005425531914893622,-0.02074468085106385,0.0031914893617021305,-0.01755319148936172,-0.0007978723404255326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
